sample_id,cram_url,md5sum
NA19225,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239452/NA19225.final.cram,269ef5aea62493d5ee573729322386fb
NA20516,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239799/NA20516.final.cram,c8f2fcce001fd32295d17689ca586ae5
NA20518,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239801/NA20518.final.cram,e46e239d33cb02591128a2c85de6ed31
NA20524,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239806/NA20524.final.cram,009460261475fe76315bbd8c30032b0c
HG00137,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240143/HG00137.final.cram,1a0223a577fd5a6a4390e13c67ece662
HG00142,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240148/HG00142.final.cram,3742e8c6e7854b04fb4a85c0d7fdac00
HG00146,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240151/HG00146.final.cram,b741b5f810a0db0d6331e9fae76e54ec
HG00155,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240156/HG00155.final.cram,54e54f53f185923681e04267e5e60f9d
NA06989,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239459/NA06989.final.cram,cec0bc0d7221741c68d39e1e6f5de531
NA12058,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239464/NA12058.final.cram,165911923f042a68a90f509d583b7db6
NA12340,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239471/NA12340.final.cram,356f8a821550725fced51802af8c77de
NA12383,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239476/NA12383.final.cram,b01dcd61fbaf6a7affaaeb466a406dcb
NA12400,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239478/NA12400.final.cram,c09b439ab04568b8bf67656f055d1b86
NA20532,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239813/NA20532.final.cram,b3b94ed066893da6cf789e5890038756
NA20540,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239820/NA20540.final.cram,3c96b944edff43bceb60bd037f62de46
NA20581,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239825/NA20581.final.cram,6df4043d1bcd497d37cb24eef489f112
NA20585,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239827/NA20585.final.cram,4cc0b6024aa5f58462a4fd392a669e45
HG00174,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240162/HG00174.final.cram,6036ee947c4348cd2afa1b1ceb657bbe
HG00182,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240169/HG00182.final.cram,60b44fda28c5de58d732fe6a414bd0e8
HG00188,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240174/HG00188.final.cram,99ff21e56e8e39d1a8addccf1c90c903
HG00240,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240181/HG00240.final.cram,928e3cb3447fc65c766492f111ff501f
NA12830,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3243162/NA12830.final.cram,9619e289149fb22e5d25d3613857ed44
HG00251,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241782/HG00251.final.cram,da8141a7521d34029f5eb8a7b9232d59
HG00278,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241787/HG00278.final.cram,efa3c5d963f6218ff5c102c42464e7f9
HG00281,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241789/HG00281.final.cram,37a99b6f5e32b5d0498fb85bd76e80ab
HG00324,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241794/HG00324.final.cram,e8905abc39d1a561a83387b8a136a165
HG03009,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3242842/HG03009.final.cram,a4f0eac69aff14a9f97db299bf6e6118
HG01791,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3242187/HG01791.final.cram,45be28cb484d1b800a51783c616992b3
NA18487,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989345/NA18487.final.cram,7e99d54ba23d2c52c795a6168dc0467a
HG00514,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3988781/HG00514.final.cram,6d2486c4c40e485aee318d005c396fbb
HG03065,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989118/HG03065.final.cram,23e61ec1885aea59356706022fb6e36d
HG01114,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3988843/HG01114.final.cram,4533f9230cee96120a1b941fd992b5d8
NA07346,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989276/NA07346.final.cram,5fb0db65f19f0c3303d4d988d9c8bbd8
HG02011,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3988973/HG02011.final.cram,e05279865d93d24e9c22246d2e1b4dc5
NA11993,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989307/NA11993.final.cram,e2d16e078b9c115660a771e0671739f2
NA12829,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239486/NA12829.final.cram,ed7e00eaefe33280d64ccb5b1394ac04
NA18488,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239491/NA18488.final.cram,9af166a1b24832fc3f490862be5482d1
NA18534,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239493/NA18534.final.cram,2c791bc5fb2fdd806e1c6f3f6e6f32e6
NA20756,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239836/NA20756.final.cram,f4008a6feb206541ef1c3b038c0dfe6e
NA20761,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239841/NA20761.final.cram,6ab3fad323f3a03943cf9861843424fa
NA20768,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239848/NA20768.final.cram,9563d21fe547e1f7e338aa0a63679f9c
NA12777,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239483/NA12777.final.cram,2c27484e2b978a819a98db66af7b3863
NA12843,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239488/NA12843.final.cram,091e5e1a7526f35aa7e235529dc5245a
HG00123,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240197/HG00123.final.cram,26ec0f0b6cd05f510720a860e534c4b2
NA20758,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239838/NA20758.final.cram,665085d3c686c6713baf095a8f10c9bf
NA20765,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239845/NA20765.final.cram,fdd7eb7d420b40b918776cbc6a50155e
NA20770,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239850/NA20770.final.cram,cba56c19dc5ad8799ca7cb25989c2aa0
NA20772,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239852/NA20772.final.cram,8f7d85827093d5fba9e413107d5b68a4
NA20774,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239854/NA20774.final.cram,b3d68dd487464317aa42df0685fb25f3
NA20790,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239861/NA20790.final.cram,3e1d61d88e49d1e09f1d482b8e0b272e
HG00119,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240194/HG00119.final.cram,9574c34931ba9906de0acd65665e7a8b
NA20798,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239866/NA20798.final.cram,7752110b5d9c0661f3ab5c896854aa50
HG00126,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240199/HG00126.final.cram,36643fd96dad15cb1792987e7f1e3471
NA20800,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239868/NA20800.final.cram,90300e03406778e9884671ee8951320d
NA20805,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239873/NA20805.final.cram,c0cd4c4db3fcd541de8db511bf801e87
HG00252,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240210/HG00252.final.cram,2239914f8a57f87b7f6b55aeb5d8a90d
HG00258,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240215/HG00258.final.cram,22b1e096abd3fe7e9d3588c7a7a02a78
HG00261,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240218/HG00261.final.cram,db543aaf9019cc150b9cdf7f2c657927
HG00266,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240223/HG00266.final.cram,4fce85b9cc8580ecce38f123a870d539
NA20778,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239856/NA20778.final.cram,f0e4a3a695e91ad080f3e9d5ed46f476
NA20795,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239863/NA20795.final.cram,1c436b16ee1f1d6fa84cb890389f9cde
NA20802,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239870/NA20802.final.cram,30080ac96162260a38313fc65af3b10a
NA20807,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239875/NA20807.final.cram,6602c68bc69f6fab2cba2ae34b96b012
NA20812,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239880/NA20812.final.cram,c70782b83cb47fd518528b88d24bf00b
HG00260,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240217/HG00260.final.cram,78139ab73afee54456d3e95c28bfb6e8
HG00263,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240220/HG00263.final.cram,2f2f64037bc08a5430ad1f9ad0809b01
NA19222,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239892/NA19222.final.cram,4ec9df373e77f8f5542a59139d56ae12
HG00268,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240225/HG00268.final.cram,09a517736ee28400fcaebd2e7fabbc11
NA12718,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239480/NA12718.final.cram,923ca8ff7d4cd65fddd28e855e5f173d
NA12775,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239482/NA12775.final.cram,619a0f7c3ca340949c11bb75ec5bbf71
HG00273,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240229/HG00273.final.cram,a5920ae9b44ae36db6c5238221f33cde
NA12842,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239487/NA12842.final.cram,17471b1faa71859657f4d7ec117b3654
HG00327,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240241/HG00327.final.cram,1e11a878111ffeb05108d564df991887
HG00342,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240248/HG00342.final.cram,879746a242430a8ba659a80fe7cb51b8
NA20809,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239877/NA20809.final.cram,b63be5956d6ff4f85d676f03987838fe
NA20752,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239832/NA20752.final.cram,741cfaa31b75a90b5e5ac5d200a31233
NA18873,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239549/NA18873.final.cram,1cb961f72df15499768db822d46dabfb
NA20814,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239882/NA20814.final.cram,fd04766048c91030d54ba309bd0b909d
NA20757,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239837/NA20757.final.cram,c6854fe78918500446f506e76a647e74
NA18910,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239551/NA18910.final.cram,1fecf2f93f2aa9fb92f9a47a065aa091
NA18934,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239556/NA18934.final.cram,2660d0afa653c1e88fdb11982ee2e010
NA20769,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239849/NA20769.final.cram,e123811cbe6c1aeb0502abaa983f76fa
HG00308,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240231/HG00308.final.cram,623f8facb2199dc334d776697c012b6b
HG00320,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240238/HG00320.final.cram,9973698b1a9ed85f9b312d27a8e666ae
HG00118,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240193/HG00118.final.cram,24815bd75d76bdc51475b3c076277a18
HG00335,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240243/HG00335.final.cram,0dfe1ec5e21191be7db9a9959a080f9d
HG00125,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240198/HG00125.final.cram,4884ae163df838a4d1b32264067f1274
HG00337,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240245/HG00337.final.cram,d5b748c429bb24aa1c88592fb59a1802
HG00239,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240205/HG00239.final.cram,918b4f98ea3e1b60d79f0c2402f9982f
HG00349,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240253/HG00349.final.cram,b0c34c3a9dc894fdb26cb822dab82297
NA18923,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239553/NA18923.final.cram,7475915e5da2bf14233d467a6d6c1a36
HG00356,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240258/HG00356.final.cram,f375defb2e46bcfff056f735050d5de1
HG00358,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240260/HG00358.final.cram,5bf1a6a25ea903fbd1aa630f98a1dd38
HG00365,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240265/HG00365.final.cram,afd208406b10fc73a47be986f3b506c1
NA20792,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239862/NA20792.final.cram,53d7350cf33d22b5226308f95b203ce9
NA20799,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239867/NA20799.final.cram,cd769fd102b9e19aedefdaf12ab60c54
NA20801,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239869/NA20801.final.cram,d353222bda1446d2c56616e6e2e54e15
NA20806,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239874/NA20806.final.cram,92533e271dc4d1e165e60df986959aeb
HG00344,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240250/HG00344.final.cram,f9eeffc034a465aa4de7b85e81155032
HG00253,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240211/HG00253.final.cram,7751cd11fa9bb84f6f09a9387527c895
HG00351,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240255/HG00351.final.cram,d5f09a59e48d1872690514370ed557a9
HG00259,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240216/HG00259.final.cram,e84f413e65e7074de3b21fd832dd0ec4
HG00361,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240262/HG00361.final.cram,a8f41ae2d4adb19abcef84964179aae1
HG00262,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240219/HG00262.final.cram,2498c13287d6a7bf3b65529415295165
HG00367,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240267/HG00367.final.cram,53dc65d1d4eac8058a2ec05125f5178a
HG00267,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240224/HG00267.final.cram,7f2ac7a134fae616b38afd403acb3054
NA20813,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239881/NA20813.final.cram,c5565571f16d7eb7d13a893e32672441
NA20826,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239888/NA20826.final.cram,a14822d4134b39e598d42994d37718fd
HG00375,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240273/HG00375.final.cram,8cb12a96dc613c18cc90b2f97660613f
HG00306,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240230/HG00306.final.cram,4b409a8c3b00f83407ba27535f7502b9
HG00319,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240237/HG00319.final.cram,6490bbcfa89ba3d6fb6e4b2d38773a1c
HG00328,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240242/HG00328.final.cram,87bc30de6cd66fdf7a285361565bcc9e
HG00336,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240244/HG00336.final.cram,b71696d27d3deffa4fa0a08ab1271f68
NA19113,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239621/NA19113.final.cram,f18b0ec768d428d3a46014ecb439d6c0
HG00343,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240249/HG00343.final.cram,7745004ed551a65e9759f02629438985
NA19118,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239623/NA19118.final.cram,7c0688f07c236e3d1fd0e75a787a6c49
NA18917,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239552/NA18917.final.cram,1aba3215ab1f2b57f7414c8f20b07e6a
NA19175,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239628/NA19175.final.cram,fbed92695c9ae97a3acd551dd6611a6e
NA18939,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239557/NA18939.final.cram,836d4516fac9bea99ff992300ea8ec42
NA06985,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239276/NA06985.final.cram,feb8e48a9cea41c622454baf8f3a8377
NA07051,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239281/NA07051.final.cram,5cd5bf26a533b9e854b49c1b16e3b6ed
NA10851,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239285/NA10851.final.cram,b881f6534d64e268c0f42a94ddade34b
NA19095,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239618/NA19095.final.cram,df3014a545e4877c8faef482006cfc9e
NA11894,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239292/NA11894.final.cram,eb4a0277aa47d7f66d6bf8e4f1bf82f5
NA19130,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239625/NA19130.final.cram,a49ce703755311c01d0e9109c89f862f
HG00350,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240254/HG00350.final.cram,26c14bce2fd46c816748d78df7d614ee
NA11992,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239297/NA11992.final.cram,5b5433d5d1b042cc234e676c0fa7c9fe
NA19185,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239630/NA19185.final.cram,7de19243ed0d25c758d6cdc787678d79
HG00360,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240261/HG00360.final.cram,8f999f7d23af96d0aa237d7e43ab60cc
NA19214,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239635/NA19214.final.cram,41ca15d0dee387ef6e0abc3f7fa9e580
HG00366,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240266/HG00366.final.cram,937f98a99a05fc943ef98ce8d703e7e0
NA07048,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239642/NA07048.final.cram,43eaa591c245b23af70b6cd9b3694817
NA07347,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239282/NA07347.final.cram,690cdb4c7a122e79b2ad49a04ef011e0
NA11830,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239287/NA11830.final.cram,180bda765c44809356b6734028180181
NA11832,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239289/NA11832.final.cram,beddeb133d6948840d1be236278cd1ca
NA12005,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239302/NA12005.final.cram,4e1360ac56eeb1b620aafc0211fa7cc3
NA12043,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239304/NA12043.final.cram,ad9b5fe2baf21347b45096d70cdee257
NA12045,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239306/NA12045.final.cram,2cb781bded1ecf92bd6d351f68899f93
NA19247,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239639/NA19247.final.cram,5e0b7eca499d9bb1c177eec6aeccccf5
NA12234,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239311/NA12234.final.cram,a355d779c84d934b159256699c183c20
HG00373,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240272/HG00373.final.cram,5191f5017f0d3e410652e5513dbf1a1b
NA12749,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239318/NA12749.final.cram,30acb369add74a0edbeac423b4da7eab
NA12762,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239323/NA12762.final.cram,ff9dac9224c6089990f3ad23f81d8d67
NA12776,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239325/NA12776.final.cram,693020310903fffecb40b7fa0c18ed64
NA12154,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239308/NA12154.final.cram,5ec0f35ee673d3adee691df2ca048557
NA12287,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239313/NA12287.final.cram,dc8fe3f8c393c21d5e2048f052746fb1
NA12489,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239315/NA12489.final.cram,7a4af053f3d6fb9914a5614cde3e0529
NA12751,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239320/NA12751.final.cram,319737083bc41cba3d66fc9dca661ef7
NA07037,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239280/NA07037.final.cram,e09dd0768ed965eb4aa99cf34215902e
NA19092,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239617/NA19092.final.cram,b98f73432ba48b8f1ecf3e514249ad8b
NA19117,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239622/NA19117.final.cram,4cef7a3342aae209700dad0d5629a692
NA12873,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239332/NA12873.final.cram,c9a8a6bde1abbcf9ccb034e4901bca4c
NA19121,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239624/NA19121.final.cram,82176c7257397134d19943e470315148
NA18498,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239337/NA18498.final.cram,d70c2287aac88152cde89043b45946a8
NA19184,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239629/NA19184.final.cram,a557eea6c4095cf12627daff7e6d56bc
NA18508,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239344/NA18508.final.cram,8aa57afcc13c9f7ea32a0ba0af975c3e
NA12813,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239327/NA12813.final.cram,0731fc4a21d75e075c97668da9aa5048
NA11829,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239286/NA11829.final.cram,12b36e1b7424b1d43ded8b992005e1c5
