sample_id,cram_url,md5sum
NA11918,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239293/NA11918.final.cram,1b0b441e7ddd88fbcf51f504ce434b24
NA11994,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239298/NA11994.final.cram,bdf976648ac0ace01175a08483b5095e
NA12004,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239301/NA12004.final.cram,7815ad0c41183bc19f4237b5f52ce108
NA18511,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239346/NA18511.final.cram,9e1b7ec8cf7812d822f4badb4f3e4d33
NA19223,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239636/NA19223.final.cram,e95834f445a89c3a9ac8c0b5abfb49c1
NA18520,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239350/NA18520.final.cram,cc845a84af9e501e2e2e5f66a9978cd4
NA19036,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239695/NA19036.final.cram,a37950c1082f651a7b06bd49059eaf68
NA20847,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239999/NA20847.final.cram,c14b71d6a00d92bbcae223e4f458c878
NA12144,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239307/NA12144.final.cram,26da6fa57aab5871cdf288f70a5c68e4
NA12249,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239312/NA12249.final.cram,038231d5e30d9f514b512fdad7a333cf
NA12750,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239319/NA12750.final.cram,3de6792722400a5ce197c8b4e2102676
NA12763,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239324/NA12763.final.cram,bf07d8415adebdbe6cdbb9a825ca46f2
NA18907,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239388/NA18907.final.cram,2b9c54e4418b978e7334a57e38a54240
NA12812,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239326/NA12812.final.cram,d2dbad25802e087febe7cd69513d1c11
NA12874,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239333/NA12874.final.cram,2d5979b1119e5c74f89d68209d712237
NA18499,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239338/NA18499.final.cram,2e81b7fa1eb745f347b210700c99eb3e
NA18861,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239385/NA18861.final.cram,313ba08d89c97bd298abed36e913f7ef
NA18510,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239345/NA18510.final.cram,b6ed68403c873d0855ca12ef9f1bbabb
NA18912,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239390/NA18912.final.cram,67e44a9592abbb1fd7b06e42aed1c506
HG00100,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240117/HG00100.final.cram,05113ae6aca6870f29962612001a3a3d
NA19114,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239427/NA19114.final.cram,ff0d47cdff2a2f86843ccbefece367eb
NA19137,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239432/NA19137.final.cram,243d2d60e44b1bd4867d7266c9763d12
NA19143,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239435/NA19143.final.cram,c78d35fa3583a9d9f23001e6a77cf541
HG00096,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240114/HG00096.final.cram,d3354f61a055adfcfc988470bc507b2d
HG00102,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240119/HG00102.final.cram,6341c6a92db5fa0c498bcff5238e8321
HG00108,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240124/HG00108.final.cram,196d261b28ff4c14d6dffc74f370e711
NA19093,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239422/NA19093.final.cram,b8bfba41746eee3f8f7247e846de9c0b
HG00110,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240126/HG00110.final.cram,9fc30d37481342da0cefcbe985691e7f
NA19119,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239429/NA19119.final.cram,a89fc2428b931729b0fb4f5d3806b353
NA18858,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239384/NA18858.final.cram,434daf9f1771067480a124697deb1fef
HG00115,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240131/HG00115.final.cram,04989d906b5498587302b4c73b42e054
NA19141,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239434/NA19141.final.cram,5eeb5859676791a69d4c4da93a55d8a1
NA18909,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239389/NA18909.final.cram,0f04e45e41694adfe31b8882ded39f4b
HG00130,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240138/HG00130.final.cram,951c49c01db55f30ca5dc34db402be06
NA19153,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239439/NA19153.final.cram,565e4eaffce4ce1cdcf8292d81b92110
NA19160,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239441/NA19160.final.cram,1222b3fe40d6e136fd4c59028fc5b8d2
NA19201,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239446/NA19201.final.cram,256b556f0ba86811ae8322c0e2ab79f3
NA19238,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239453/NA19238.final.cram,85b877e013035fa239e614004d74c98d
NA20503,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239786/NA20503.final.cram,47e23b70f2a465e56098821c0740edd5
NA20505,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239788/NA20505.final.cram,0341c16a741063086cfaf598d096c616
HG00105,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240121/HG00105.final.cram,22d86da710dcba996f128ba315a19cc6
NA20512,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239795/NA20512.final.cram,295f061d356f8615fa3ea419d9eb4ae8
HG00112,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240128/HG00112.final.cram,2bc97a64b1d6609515bc2f7d5c4ec1ca
NA20517,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239800/NA20517.final.cram,084f4ac2a70825cf4d03755be67d2f64
HG00117,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240133/HG00117.final.cram,0f2234ed5353446289e64a49290f892e
NA20519,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239802/NA20519.final.cram,4e5a7303c6baf36d40b9f3001cff57c7
HG00127,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240135/HG00127.final.cram,97563c6d9c1cff8e434c1a7c111fd30d
NA20525,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239807/NA20525.final.cram,3894c1cb6636d351df4ce775b3e2c275
NA19144,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239436/NA19144.final.cram,728737791d03ad9fee99a60187ba20ea
HG00138,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240144/HG00138.final.cram,21b6e9476ccae13cf2e311e35a061271
NA19172,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239443/NA19172.final.cram,cb0af90465ac9977682727ab43b2d21e
HG00143,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240149/HG00143.final.cram,c2d5eea951054c05a82129da72b085df
NA19206,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239448/NA19206.final.cram,073502a348eec339828515d358fa55cb
HG00148,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240152/HG00148.final.cram,f4e87e0237ac9338942f77d86b9a0a29
NA19257,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239455/NA19257.final.cram,2da7efd36239b026f2ff1418267aaf07
HG00157,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240157/HG00157.final.cram,b16f6aaf4f379259a7e96b2e80b3a493
NA20507,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239790/NA20507.final.cram,f0e52cfa9b930f7e644dbf079444c4a7
NA11843,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239460/NA11843.final.cram,41d6cd4c85461bfa61c1246d8f591cec
NA20509,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239792/NA20509.final.cram,23811002ad31d4237d8867b29a820e24
NA12272,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239465/NA12272.final.cram,4ac0db845b47f300076216ea1f7f0ba0
NA20514,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239797/NA20514.final.cram,2b10e6c2f4e1d7bda9df7da739214d0e
NA12275,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239467/NA12275.final.cram,e0ba951d857c5cd4611c4ef6ac00081f
NA20521,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239804/NA20521.final.cram,79066fa0e73fa37168cda984f3ab8765
NA12341,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239472/NA12341.final.cram,788771fd3a66cc9a1e77f46fc7df5e6a
NA20528,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239809/NA20528.final.cram,966dba822529cec8efcfff06e6dbdbd5
NA12413,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239479/NA12413.final.cram,4c1df952456928524644ddff5570a549
HG00133,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240141/HG00133.final.cram,60184565accb5f0a943d17cdac1bce5f
NA20541,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239821/NA20541.final.cram,920ec9268daad21fef09172612b1d082
HG00150,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240154/HG00150.final.cram,e1c9386a0568026cc697259c79d6c78d
NA20582,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239826/NA20582.final.cram,56a41f5e169a501f921273cfb4419df2
HG00160,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240159/HG00160.final.cram,c2a61fd3322f0a5853bb3a1a8f624c17
NA20586,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239828/NA20586.final.cram,cf6528d754d9cf646e8522690186e4cc
HG00173,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240161/HG00173.final.cram,309f032d3bfde7fcabfec253ee462118
HG00176,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240163/HG00176.final.cram,8da27fcf36a04d7f25bd843be79994f7
NA11893,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239462/NA11893.final.cram,886c0a5698907c329cd5b91d0399d163
HG00183,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240170/HG00183.final.cram,f3e639be2211f52edf8591ab04cd2e24
NA12283,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239469/NA12283.final.cram,6c8ded8d330171750f4c9bf6b90cea27
NA19116,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239428/NA19116.final.cram,2588ff0e4eeaa881bbbeaf1250938e0d
HG00189,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240175/HG00189.final.cram,931180b0b5e69989f7bc6ec16b813a6a
NA12347,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239474/NA12347.final.cram,90860cca491e40a5cbb62c833ec4b2c0
NA19138,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239433/NA19138.final.cram,a91ecd6b779b7cc896a320c429927af1
HG00233,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240177/HG00233.final.cram,69cd79b732d6f0ebc6c29a191e8371e7
NA20530,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239811/NA20530.final.cram,f60d78f06d04b0cd4e4f5afc7980fb37
HG00255,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240182/HG00255.final.cram,3d33769b4958aba01099d0cd1a7aff69
NA20535,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239816/NA20535.final.cram,cfb4a598b2ba034712568951d8e974a9
NA20538,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239818/NA20538.final.cram,eea95a0d280cf1a39643d2fa816793ba
NA20543,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239823/NA20543.final.cram,eeef9e100d5f73fb3af4888bbab82fc5
NA20588,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239830/NA20588.final.cram,3c9fec3a8060c0356fda802cccc5cf42
NA20502,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239785/NA20502.final.cram,829300e788532ebefb309d3b404ff1dc
HG02215,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3242188/HG02215.final.cram,376747dc64cfdd9ffae04156a4fb02bc
HG00103,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240120/HG00103.final.cram,47ef1211c147fa6f810731f02c9c095c
HG00180,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240167/HG00180.final.cram,0a1953e8d23ef8a0efd214c88ec6a261
HG00111,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240127/HG00111.final.cram,7d40b4dfd65cc3ddc2f1a7cd98c30dc6
HG00186,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240172/HG00186.final.cram,f8b12fc775faa2297010bcda1cd709f1
HG00116,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240132/HG00116.final.cram,8301b2004ca37d52c079d30e411b63bb
HG00235,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240179/HG00235.final.cram,35dc60b348de8bc0b8a0e2c250c144ab
HG00131,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240139/HG00131.final.cram,8aadd7fe8f28394e6c99a873067c981c
NA19159,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239440/NA19159.final.cram,61f941e6cb39575eba28fc77044a79a0
NA19171,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239442/NA19171.final.cram,316c2516c4da05088bba2a45a70cbd2e
NA19204,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239447/NA19204.final.cram,f3a217aec803608f77a285ff2082b1e3
NA19239,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239454/NA19239.final.cram,155b2fdac4b19b6ca06abdcaa9d9d721
NA20506,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239789/NA20506.final.cram,94004f79aa7fa2bc764d6207c586466c
NA20508,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239791/NA20508.final.cram,224640b4feb73b4c73ec698ef9a7d816
NA20513,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239796/NA20513.final.cram,735720f1fd677c7074462e77faddc79d
NA20520,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239803/NA20520.final.cram,ced566936ed164837d5208368730e719
NA20527,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239808/NA20527.final.cram,3efe5965c02d56d7cc60efd5759cc850
HG00139,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240145/HG00139.final.cram,2ef9e43a96da5640bd97ac79c75b322d
HG00145,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240150/HG00145.final.cram,2080c314299bcc9e3d795927a0266105
HG00149,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240153/HG00149.final.cram,025c8160e46ff3771b0458f97e231556
HG00158,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240158/HG00158.final.cram,40ac04ed004f9140a75e4d74c4e3f015
NA11892,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239461/NA11892.final.cram,20b854b095f971812a98b9ca256db17f
NA12273,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239466/NA12273.final.cram,9ecd559c2b40c841b187a5e20058e647
NA12282,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239468/NA12282.final.cram,8a7197bf2b55cdc32109183d9f75ee3d
NA12342,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239473/NA12342.final.cram,73954b9be0cd76031b776a2c5cefebc0
NA20529,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239810/NA20529.final.cram,d472f264bb159c43d2f52b2ae034c06f
NA20534,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239815/NA20534.final.cram,c84b6685e6a4c6fdf3ffd7f629c4b4ac
NA20536,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239817/NA20536.final.cram,3c971c37f9fa90d4f38d72ff6f408bb1
NA20542,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239822/NA20542.final.cram,bee32a756429045727a4f254cde43713
HG00177,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240164/HG00177.final.cram,fdc321f85cfed1a12ea23fe8b6a65321
HG00185,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240171/HG00185.final.cram,756e03c77e55371990e5ca9c25429e1c
HG00234,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240178/HG00234.final.cram,21aaa80130c65bc837f09009bb04dc19
HG00378,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241659/HG00378.final.cram,7c09db52067b9c5713c37b312c54bfae
HG00380,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241661/HG00380.final.cram,d6e8b05c906928d154071f1365a039c1
HG00382,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241663/HG00382.final.cram,bace376ad11f0540804db7e8184e2365
HG00513,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241684/HG00513.final.cram,f1d91b919c12b29695c266ad2ac1de95
HG00379,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241660/HG00379.final.cram,244f71e99d0d177df3dae205aaf449d2
HG00731,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241754/HG00731.final.cram,8e1c3b989bec200bba2c675d426978cc
HG01596,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3242063/HG01596.final.cram,ce4831bbf8cf901036bad3af6371fb27
HG00732,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241755/HG00732.final.cram,09a5b7c05d7c7acb2805a95fa4f371f4
NA12546,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3243163/NA12546.final.cram,b0e387874dcbbf158129617cbeb64e73
HG00274,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241783/HG00274.final.cram,e3884d179859eb3244632bfdd4446972
HG00280,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241788/HG00280.final.cram,72fde8e8602d24fcb01bfec363bef923
HG00282,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241790/HG00282.final.cram,e00340b4e6b847e62c5f2c778d05adf3
HG00325,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241795/HG00325.final.cram,0d97f58680b671e1324ca49db19dde23
HG00864,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3242132/HG00864.final.cram,3322dd60a1d267d64df8820751f8e823
HG00246,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241780/HG00246.final.cram,7be0f0d2bc9e1c17af03a29195ce08c5
HG00276,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241785/HG00276.final.cram,a966df44bc354431570df2efdffa59d6
HG00285,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241792/HG00285.final.cram,b123150c798fe37ca6d0e53bcbebbec8
HG00329,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241797/HG00329.final.cram,bded6946fbc6ab8797301cbb8f5aadcf
HG00331,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241799/HG00331.final.cram,97f2f0c792004f66a046c7b68556b0bd
HG00334,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241801/HG00334.final.cram,3b760a6466db74953d39757e76c39185
HG00383,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241803/HG00383.final.cram,a6f5d48824de70afbfebb412650f4adb
HG00154,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241779/HG00154.final.cram,ff14d3bb614daa999879f54aa63b18d5
HG00275,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241784/HG00275.final.cram,b223df6d563d008b8aa3e7cb7ecbad05
HG00284,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241791/HG00284.final.cram,acc10f9014ff56b97f62ba4263055e6b
HG00326,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241796/HG00326.final.cram,ecf66ac035241b014510fe6b94f1d9f7
HG01789,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3242185/HG01789.final.cram,41b218acdaf2744af8947515af5923f7
HG00332,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3241800/HG00332.final.cram,f27b7e0130b2ad9edeabcdacd5d27b20
HG02492,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989019/HG02492.final.cram,437c7c5fcc7ebd90c7d89188bf311295
HG02587,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989031/HG02587.final.cram,d19d5418f7704a077197607d677be4be
NA19240,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989410/NA19240.final.cram,e6d4b9e1e19d1f4d4f5de6a0d16d9c10
NA19150,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989389/NA19150.final.cram,a6a1f26cbfdc312ecb53d9612ebd8b73
HG03371,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989162/HG03371.final.cram,0ed4dcf2cb667aec0d70d72e7a1acdfa
NA19983,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989454/NA19983.final.cram,ddec0b744e29a7633c662395c22f3667
HG03732,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989210/HG03732.final.cram,172ca2533ee809c117d268a006ce3565
HG00733,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3988823/HG00733.final.cram,e8d20a541647411285090cdc051a4b01
HG01505,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3988892/HG01505.final.cram,f0b714ecf794fece8228ee191fb55400
NA12329,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3989317/NA12329.final.cram,e2dc62ff664ab3cc825303fc414ec6a0
HG02018,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR398/ERR3988975/HG02018.final.cram,f850e4348e4adcb8c05a1d336173ac53